path,class_id,class_name,top-1-pre_ID,top-1-pre_name,top-2-pre_ID,top-2-pre_name,top-3-pre_ID,top-3-pre_name,top-4-pre_ID,top-4-pre_name,top-5-pre_ID,top-5-pre_name,top-n_corr,0-belive,1-belive,2-belive,3-belive,4-belive,5-belive
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20808DIC.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,3,before intercalation,2,dorsal intercalation,True,0.99984825,9.8544595e-05,9.12007e-06,1.3243783e-05,2.4706214e-05,6.099206e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20812DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.99923325,1.9979507e-06,2.5035632e-07,2.4431884e-07,0.00076240645,1.9197967e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20816DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.9991704,1.7694947e-05,1.1082168e-06,2.0802067e-06,0.0008057899,2.9780113e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20836DIC.png,0,1.5fold,0,1.5fold,4,rotation,2,dorsal intercalation,5,ventral enclosure,1,2fold,True,0.99912983,3.850319e-06,4.218563e-05,1.0109987e-06,0.0008025401,2.0578507e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20839DIC.png,0,1.5fold,0,1.5fold,5,ventral enclosure,4,rotation,2,dorsal intercalation,3,before intercalation,True,0.53770393,7.9622754e-05,0.00029747648,0.00015460336,0.038990512,0.42277387
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20841DIC.png,0,1.5fold,0,1.5fold,1,2fold,3,before intercalation,4,rotation,5,ventral enclosure,True,0.9845552,0.015436714,2.5014486e-07,6.1529527e-06,1.4089509e-06,2.607729e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20843DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,3,before intercalation,5,ventral enclosure,True,0.99978286,5.5676173e-05,3.9073363e-08,1.2398118e-07,0.00016130251,9.360832e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20866DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.9996991,0.00013003204,1.74385e-06,8.488038e-06,0.00014166428,1.890176e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20871DIC.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.9999356,4.1774925e-07,6.390965e-08,1.178776e-08,6.2482766e-05,1.3723778e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20903DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.99982315,2.532026e-05,5.897926e-07,3.1370016e-07,0.00014509486,5.5612427e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_20951DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.99991727,7.740239e-06,1.7240454e-07,1.098689e-07,7.423515e-05,4.795354e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_21364DIC.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.9998468,1.0750947e-06,1.1686521e-07,7.984578e-08,0.00014843397,3.460306e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_21421DIC.png,0,1.5fold,0,1.5fold,4,rotation,5,ventral enclosure,1,2fold,2,dorsal intercalation,True,0.9999769,3.0902047e-06,1.0529425e-06,3.567615e-07,1.09286575e-05,7.6286756e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_21422DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.99991846,7.8836536e-07,6.730933e-08,2.8278013e-08,7.994786e-05,5.9917136e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_21437DIC.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.9999044,3.4575016e-05,7.021591e-07,3.9089838e-07,5.915463e-05,7.545622e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_896 - 1 - 15 - 5.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.99746156,3.7369256e-05,4.127189e-06,9.947081e-06,0.0024504124,3.6561607e-05
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_906 - 1 - 12 - 8.png,0,1.5fold,0,1.5fold,1,2fold,4,rotation,5,ventral enclosure,3,before intercalation,True,0.9997787,0.00018997105,1.5496499e-06,2.7181309e-06,2.2221613e-05,4.9273513e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_988 - 34.png,0,1.5fold,0,1.5fold,1,2fold,5,ventral enclosure,4,rotation,2,dorsal intercalation,True,0.9564776,0.042788073,0.00013624683,3.807102e-05,0.00016017983,0.00039983712
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_999 - 40.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,2,dorsal intercalation,True,0.999899,1.6323664e-05,7.310054e-07,1.6436103e-07,8.227337e-05,1.4610217e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\_999 - 41.png,0,1.5fold,0,1.5fold,4,rotation,1,2fold,5,ventral enclosure,3,before intercalation,True,0.99994135,1.8233535e-05,6.3984054e-08,9.1719734e-08,4.002407e-05,1.2708425e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\1.5fold\test_360.png,0,1.5fold,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,4,rotation,3,before intercalation,True,0.82344097,0.0006879132,0.13459101,0.0015626594,0.0061379555,0.03357947
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\1_405.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,True,6.1315966e-08,0.99999976,1.6906265e-10,7.658482e-08,4.1827942e-13,5.1309235e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_1.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,6.8272086e-05,0.99993026,3.1909146e-08,1.4503416e-06,4.794071e-11,1.8412754e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_11.png,1,2fold,0,1.5fold,1,2fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.88086826,0.11907973,1.8563985e-07,5.1704123e-05,9.079873e-10,7.480512e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_115.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,5.175844e-07,0.9999993,4.6169377e-10,2.7204408e-07,1.1591807e-12,4.6664313e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_119.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,7.3366056e-05,0.99992466,2.4658513e-08,1.9656409e-06,1.2388286e-10,2.0586097e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_121.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.0873791e-06,0.9999988,2.728503e-10,1.4200957e-07,4.0382864e-13,4.9236665e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_129.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.5614919e-06,0.9999975,7.04273e-10,8.9729673e-07,6.812641e-13,3.3212325e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_13.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,True,3.150056e-06,0.9999852,1.1056692e-08,1.1578825e-05,3.7102054e-11,5.5339955e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_130.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.0509892e-06,0.9999989,5.752106e-11,3.6804757e-08,2.117016e-13,6.297332e-13
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_134.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00074484036,0.9992454,2.1418744e-07,9.514641e-06,9.1165697e-10,3.3201564e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_136.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.009596352,0.990366,1.080381e-07,3.7599802e-05,2.6102207e-09,8.09464e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_139.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.7981228e-06,0.99999714,2.8116507e-09,1.0523415e-06,6.9923403e-12,1.2412932e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_141.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,5.976732e-07,0.9999994,1.6128519e-11,2.5911747e-08,1.0885317e-13,3.8539796e-13
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_151.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,4,rotation,True,0.00019069151,0.9998037,7.680603e-08,5.433886e-06,3.6020773e-09,2.6172626e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_157.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,7.9778845e-05,0.99991643,4.4538897e-09,3.7663278e-06,3.5165239e-12,4.058979e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_16.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,2.6875564e-06,0.9999956,7.720206e-09,1.6974454e-06,9.5885305e-12,3.0455802e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_160.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.0005532726,0.999445,3.2968707e-08,1.701727e-06,1.9826701e-11,1.0212854e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_163.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,3.0167976e-05,0.99996936,1.57412e-09,4.6067834e-07,1.5398308e-12,1.8252467e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_164.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,8.87706e-05,0.9999088,4.1440216e-09,2.3498742e-06,1.1892935e-11,1.8610673e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_165.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,8.096291e-07,0.9999989,4.2647344e-10,2.1058831e-07,6.1949133e-13,8.990594e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_167.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.5133803e-07,0.99999976,7.2516965e-11,1.2973845e-07,2.7490556e-14,2.0791233e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_173.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,2.6900834e-06,0.99999607,2.9527587e-09,1.2119722e-06,1.3214863e-11,1.6690575e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_174.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,2.1247506e-05,0.99997294,9.746351e-08,5.7488896e-06,5.513446e-10,1.8671715e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_175.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.0037242766,0.9962282,3.9166625e-07,4.7173104e-05,1.4878327e-09,2.774035e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_176.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,True,1.7937465e-06,0.9999951,1.3854376e-08,3.0710441e-06,1.1449142e-10,1.9287938e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_179.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,6.933405e-07,0.99999905,6.1111766e-10,2.9709244e-07,5.7832805e-12,1.5343187e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_185.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,8.051781e-08,0.9999999,3.4345464e-11,3.7791313e-08,5.0080576e-14,4.3539258e-13
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_187.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.0010240191,0.9989742,7.239546e-08,1.6605397e-06,4.222157e-10,1.7542641e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_188.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,7.4176187e-06,0.9999901,1.5291945e-08,2.5076936e-06,1.7311796e-11,1.8909756e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_190.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.39843005e-05,0.9999846,2.2417692e-09,1.398016e-06,5.5102485e-11,8.554616e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_197.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00017418408,0.99982506,1.638734e-07,5.9156656e-07,1.0405227e-11,8.3109974e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_199.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.0006967893,0.9991937,1.1822911e-07,0.00010933161,5.71172e-10,5.3339333e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_2.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.005062394,0.9949285,2.2349143e-07,8.946229e-06,3.1789023e-09,2.679669e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_200.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00015370463,0.99984145,9.468474e-09,4.7400786e-06,1.6574865e-11,1.881686e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_206.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,9.4092445e-07,0.9999989,7.687958e-10,1.6933322e-07,1.733054e-12,2.2631685e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_208.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,9.573589e-05,0.9999013,8.574919e-09,3.032692e-06,6.8353903e-12,1.013491e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_212.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.018665712,0.98077834,2.9780529e-06,0.00055264833,7.5292155e-09,2.0579628e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_214.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.0020232464,0.99794286,1.4064237e-07,3.3714714e-05,2.2116255e-09,8.456746e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_216.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.2085816e-07,0.9999999,1.1754103e-11,9.822922e-09,1.1613807e-13,2.765107e-13
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_220.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.7363902e-05,0.9999825,5.542343e-11,9.065765e-08,1.1996301e-13,1.8914497e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_222.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,3.5406595e-06,0.99999475,1.227338e-08,1.650457e-06,3.0852987e-11,2.7662314e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_226.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.0016646405,0.99832445,7.314355e-08,1.0805661e-05,1.4397978e-09,3.924228e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_231.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,6.292441e-09,1.0,7.383428e-13,1.0818512e-09,3.189203e-15,2.206979e-14
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_29.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,True,4.8313403e-05,0.9998977,3.5326246e-07,5.3607095e-05,6.993999e-10,5.9286076e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_31.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,4.6484817e-07,0.9999994,7.084087e-11,1.02217456e-07,2.4264485e-14,7.175504e-13
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_32.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,4.832252e-06,0.9999945,1.6692404e-09,5.892375e-07,8.230769e-12,5.703284e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_41.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,5,ventral enclosure,2,dorsal intercalation,True,0.0004191646,0.99776053,4.9664673e-06,0.0018081561,4.4915018e-07,6.6257116e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_46.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,True,2.434539e-05,0.9999417,2.4563572e-06,3.1358515e-05,1.4860968e-08,7.001789e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_48.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,2.1535492e-05,0.99997663,3.599321e-09,1.8363604e-06,6.741976e-12,9.110056e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_58.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00056170305,0.99942744,7.717485e-08,1.0808194e-05,1.8252154e-10,7.06496e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_62.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,2.7500664e-06,0.99999714,2.5456715e-10,7.5576544e-08,2.8960973e-13,6.098409e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_64.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.013716561,0.98606735,4.3131447e-05,0.00017241968,5.6144803e-08,4.2758546e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_65.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,2.7545302e-05,0.9999714,2.6851918e-09,1.1205567e-06,5.327013e-11,6.004191e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_67.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.0046938825,0.9952856,9.7814684e-08,2.0575597e-05,1.180501e-10,1.8831467e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_7.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,4,rotation,True,0.042477123,0.9575053,1.5441887e-07,1.7480355e-05,1.8987931e-08,1.0288982e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_73.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,3.6863315e-05,0.9999622,1.4877432e-09,1.0116673e-06,2.6849172e-12,1.03451706e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_75.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.05270404,0.9472922,7.248027e-09,3.718509e-06,2.3729185e-11,7.1844625e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_80.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.34854633,0.65138453,8.844278e-06,6.0027578e-05,3.255841e-08,2.592526e-07
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_82.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,2.1148779e-05,0.99997616,4.9457185e-09,2.729488e-06,9.129202e-11,6.894795e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_83.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00067683985,0.9993124,1.42930965e-08,1.0697631e-05,3.2669673e-10,2.279703e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_84.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,True,0.00031127088,0.9993461,1.0878136e-05,0.00032904546,5.21513e-07,2.1823205e-06
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_85.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00014912487,0.99984217,6.318433e-09,8.661726e-06,2.8585322e-12,1.8687898e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_87.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,6.535097e-05,0.9999324,3.3082383e-08,2.1006256e-06,5.5022313e-11,1.5379976e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_92.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.2214643e-05,0.99998724,2.7452085e-09,5.8330454e-07,7.529449e-12,1.8182507e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\2.0fold_96.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,5,ventral enclosure,True,5.7525995e-07,0.9999987,1.416923e-09,6.589503e-07,4.008184e-12,3.6599303e-11
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\375_4.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00074012997,0.9992261,7.40911e-08,3.3719873e-05,2.5581887e-10,3.7146548e-09
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\390.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.2811169e-06,0.99999833,2.2114167e-10,3.134758e-07,1.458497e-13,4.229893e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\425.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,6.4861945e-07,0.99999917,5.30929e-10,2.6063728e-07,5.14205e-12,8.077307e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\430.png,1,2fold,1,2fold,3,before intercalation,0,1.5fold,2,dorsal intercalation,4,rotation,True,4.0306066e-08,1.0,8.550409e-11,4.3547512e-08,1.6825092e-12,1.3346807e-12
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\_1001 - 30.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,4,rotation,True,0.0002070973,0.9997577,4.9873e-07,3.4309753e-05,3.0862276e-07,7.4619216e-08
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\_1026 - 61.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,1.8460418e-05,0.99997973,6.458077e-09,1.7665853e-06,8.739315e-12,2.0191838e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\_13084DIC.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,0.00016668429,0.9998325,5.05801e-09,7.337896e-07,3.1647885e-12,1.3108487e-10
C:/Users/liFangzheng/Desktop/LI Peiyue/embryo_split/val\2fold\_14086DIC.png,1,2fold,1,2fold,0,1.5fold,3,before intercalation,2,dorsal intercalation,5,ventral enclosure,True,4.522308e-06,0.99999416,1.3448043e-09,1.2980225e-06,5.934327e-12,4.7525147e-11
